Participant,Technique,TechniquePreview,TechniqueInteractionSpace,TechniquePreviewSpace,InteractionMetaphor,TaskBlock,Trial,SearchTime,RetrieveTime,DepositTime,TotalTime,ErrorCount
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,1,15.342300000000023,2.7443000000000097,3.99309999999997,25.237600000000043,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,2,11.526299999999992,6.462699999999984,4.033200000000022,25.207599999999957,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,3,5.262900000000002,4.478499999999997,2.5108000000000175,16.80250000000001,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,4,5.961000000000013,3.4379000000000133,4.106200000000001,16.07850000000002,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,5,4.108000000000004,2.3122999999999934,3.880800000000022,13.392299999999977,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,6,5.261700000000019,3.446300000000008,6.6322999999999865,18.123000000000047,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,7,2.64609999999999,2.078899999999976,2.6960000000000264,10.425899999999956,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,8,3.7601000000000226,1.9390000000000214,3.9074999999999704,12.375300000000038,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,9,4.121600000000001,2.602199999999982,1.991199999999992,11.164099999999962,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,10,3.6899999999999977,2.4697000000000457,2.389499999999998,11.233900000000006,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,11,4.705800000000011,1.8000000000000114,1.6795999999999935,10.939799999999991,1
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,12,2.67470000000003,2.6312999999999533,3.366600000000062,9.706000000000074,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,13,7.303399999999897,2.2766000000000304,3.4886999999999944,15.627099999999928,1
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,14,2.6742000000000417,2.278699999999958,1.8293999999999642,9.286400000000071,0
22,WIM_Palette_Hand,WIM,Bimanual,Hand,Palette_Hand,0,15,3.2999999999999545,1.7264999999999873,3.28449999999998,10.830699999999979,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,1,4.371500000000083,2.179300000000012,3.0004000000000133,11.970900000000029,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,2,6.975000000000023,1.9849000000000387,3.822400000000016,15.410600000000045,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,3,4.427000000000021,5.402399999999943,2.296799999999962,15.6875,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,4,8.658000000000015,4.003799999999956,5.516399999999976,20.94870000000003,1
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,5,7.933999999999969,2.5592000000000326,2.454499999999939,15.647299999999973,1
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,6,7.0996000000000095,3.226199999999949,1.8000000000000682,14.449200000000019,1
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,7,4.454499999999939,1.7621000000000322,2.0797000000000025,10.56389999999999,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,8,4.8180999999999585,2.9945999999999913,1.7104000000000497,11.721299999999928,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,9,4.079299999999989,2.852100000000064,4.6521000000000186,13.808700000000044,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,10,9.160499999999956,1.522199999999998,2.640600000000063,15.78570000000002,2
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,11,3.2718999999999596,2.425100000000043,2.6838000000000193,10.634999999999991,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,12,5.610199999999963,2.8917999999999893,1.981200000000058,12.735299999999938,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,13,6.3776000000000295,2.129099999999994,2.394999999999982,12.959699999999998,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,14,6.18220000000008,1.9647999999999683,2.5614000000000487,13.266900000000078,0
22,WIM_Palette_HeadHand,WIM,HeadHand,Hand,Palette_Head,1,15,4.245900000000006,2.0541999999999234,1.691599999999994,11.998299999999972,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,1,21.507000000000062,0.849999999999909,5.024000000000115,30.442999999999984,5
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,2,9.063000000000102,3.7110000000000127,3.5979999999999563,18.875,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,3,4.453999999999951,2.145000000000209,2.071999999999889,11.051000000000158,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,4,7.670999999999822,1.9770000000000891,2.588999999999942,13.24799999999982,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,5,10.66800000000012,2.7719999999999345,3.117999999999938,19.090000000000146,2
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,6,11.15099999999984,1.7390000000000327,2.2260000000001128,17.677999999999884,1
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,7,2.7000000000000455,1.5519999999999072,3.0289999999999964,9.647000000000162,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,8,1.6849999999999454,8.379999999999882,2.8400000000001455,15.700999999999794,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,9,8.591000000000122,0.8930000000000291,3.491999999999962,15.201999999999998,3
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,10,7.324000000000069,2.8980000000001382,2.4869999999998527,13.722000000000207,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,11,9.384999999999991,0.25499999999988177,3.627999999999929,17.555999999999813,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,12,6.72400000000016,1.3799999999998818,4.145999999999958,14.644999999999982,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,13,5.064000000000078,5.735000000000127,3.189999999999827,16.675000000000182,1
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,14,7.140999999999849,1.6030000000000655,2.768000000000029,14.016999999999825,0
22,Portal_SteeringWheel,Portal,Bimanual,Bimanual,SteeringWheel,2,15,4.079000000000178,1.8079999999999927,2.3969999999999345,10.844000000000051,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,1,7.365000000000009,3.0650000000000546,22.104000000000042,39.131000000000085,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,2,6.55600000000004,3.102999999999838,6.809999999999945,20.085000000000036,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,3,25.682999999999993,3.630999999999858,8.843000000000075,41.18899999999985,1
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,4,6.878000000000156,2.70699999999988,6.0219999999999345,18.80600000000004,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,5,4.93100000000004,3.288000000000011,3.224999999999909,14.200000000000045,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,6,5.346000000000004,4.072999999999865,2.803000000000111,16.92599999999993,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,7,5.972999999999956,6.480000000000018,3.5700000000001637,21.159000000000106,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,8,3.9120000000000346,6.301999999999907,3.7490000000000236,16.954999999999927,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,9,5.332000000000107,2.326999999999998,2.474999999999909,15.491999999999962,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,10,3.7180000000000746,2.328999999999951,3.421000000000049,12.25,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,11,7.518000000000029,3.1590000000001055,2.7129999999999654,16.259000000000015,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,12,3.035000000000082,3.90300000000002,3.474999999999909,15.019000000000005,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,13,6.557000000000016,2.1820000000000164,3.025000000000091,14.434999999999945,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,14,3.3840000000000146,2.3400000000001455,2.3229999999998654,9.08400000000006,0
22,WIM_Gallery,WIM,OneHanded,Head,Gallery,3,15,6.7590000000000146,1.8610000000001037,2.6489999999998872,13.70399999999995,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,1,9.21699999999987,1.8640000000000327,1.8940000000000055,15.228999999999814,1
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,2,14.226000000000113,1.66599999999994,2.7350000000001273,21.21400000000017,1
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,3,13.236999999999853,1.2010000000000218,5.173999999999978,22.12999999999988,1
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,4,9.399000000000115,1.4089999999998781,2.0440000000000964,15.343000000000075,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,5,11.429000000000087,1.7159999999998945,5.0909999999998945,20.781999999999925,1
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,6,7.836999999999989,13.906000000000176,2.7719999999999345,27.562000000000126,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,7,16.77599999999984,1.4050000000002,2.1019999999998618,22.842999999999847,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,8,6.97400000000016,1.043999999999869,2.897000000000162,13.407000000000153,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,9,3.3659999999999854,1.884999999999991,1.5829999999998563,9.156999999999925,1
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,10,14.729000000000042,2.605000000000018,2.321999999999889,22.229000000000042,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,11,8.380999999999858,2.8640000000000327,1.9400000000000546,15.577999999999975,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,12,4.469000000000051,2.018000000000029,1.824999999999818,11.84699999999998,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,13,12.863000000000056,1.45699999999988,1.6050000000000182,18.6099999999999,0
22,Portal_Palette_HeadHand,Portal,HeadHand,Hand,Palette_Head,4,14,2.466000000000122,1.8640000000000327,1.2519999999999527,10.022000000000162,0
